Date,Actual,Predicted,Difference
2024-05-07,62334.82,62805.34,-470.53
2024-05-08,61187.94,62885.78,-1697.84
2024-05-09,63049.96,62613.31,436.65
2024-05-10,60792.78,62619.56,-1826.79
2024-05-11,60793.71,62300.58,-1506.88
2024-05-12,61448.39,61923.46,-475.06
2024-05-13,62901.45,61723.75,1177.70
2024-05-14,61552.79,61904.21,-351.42
2024-05-15,66267.49,61929.81,4337.68
2024-05-16,65231.58,62791.28,2440.30
2024-05-17,67051.88,63596.02,3455.85
2024-05-18,66940.80,64570.13,2370.68
2024-05-19,66278.37,65392.03,886.34
2024-05-20,71448.20,65874.88,5573.31
2024-05-21,70136.53,67139.31,2997.22
2024-05-22,69122.34,68187.11,935.23
2024-05-23,67929.56,68750.70,-821.14
2024-05-24,68526.10,68800.54,-274.44
2024-05-25,69265.95,68778.01,487.94
2024-05-26,68518.09,68880.21,-362.12
2024-05-27,69394.55,68861.30,533.25
2024-05-28,68296.22,68974.58,-678.36
2024-05-29,67578.09,68900.26,-1322.16
2024-05-30,68364.99,68632.03,-267.04
2024-05-31,67491.41,68502.60,-1011.18
2024-06-01,67706.94,68277.86,-570.93
2024-06-02,67751.60,68103.92,-352.31
2024-06-03,68804.78,67991.88,812.91
2024-06-04,70567.77,68128.90,2438.87
2024-06-05,71082.82,68669.32,2413.50
2024-06-06,70757.16,69348.79,1408.38
2024-06-07,69342.59,69874.08,-531.50
2024-06-08,69305.77,69964.57,-658.80
2024-06-09,69647.99,69880.53,-232.54
2024-06-10,69512.28,69817.44,-305.16
2024-06-11,67332.03,69750.82,-2418.79
2024-06-12,68241.19,69271.65,-1030.46
2024-06-13,66756.40,68916.10,-2159.70
2024-06-14,66011.09,68389.86,-2378.77
2024-06-15,66191.00,67759.61,-1568.61
2024-06-16,66639.05,67253.78,-614.73
2024-06-17,66490.30,66975.61,-485.31
2024-06-18,65140.75,66804.83,-1664.08
2024-06-19,64960.30,66445.22,-1484.92
2024-06-20,64828.66,66051.81,-1223.16
2024-06-21,64096.20,65697.42,-1601.21
2024-06-22,64252.58,65285.14,-1032.55
2024-06-23,63180.80,64962.78,-1781.98
2024-06-24,60277.41,64529.56,-4252.14
2024-06-25,61804.64,63585.58,-1780.94
2024-06-26,60811.28,62929.32,-2118.04
2024-06-27,61604.80,62318.44,-713.63
2024-06-28,60320.14,61990.84,-1670.71
2024-06-29,60887.38,61586.00,-698.62
2024-06-30,62678.29,61334.51,1343.78
2024-07-01,62851.98,61528.46,1323.52
2024-07-02,62029.02,61879.34,149.68
2024-07-03,60173.92,62060.86,-1886.94
2024-07-04,56977.70,61792.42,-4814.71
2024-07-05,56662.38,60806.72,-4144.35
2024-07-06,58303.54,59690.74,-1387.20
2024-07-07,55849.11,59050.85,-3201.74
2024-07-08,56705.10,58252.42,-1547.32
2024-07-09,58009.23,57702.67,306.56
2024-07-10,57742.50,57592.98,149.52
2024-07-11,57344.91,57616.20,-271.29
2024-07-12,57899.46,57606.58,292.88
2024-07-13,59231.95,57687.52,1544.43
2024-07-14,60787.79,58037.12,2750.68
2024-07-15,64870.15,58712.74,6157.42
2024-07-16,65097.15,60152.02,4945.12
2024-07-17,64118.79,61643.11,2475.68
2024-07-18,63974.07,62673.67,1300.40
2024-07-19,66710.16,63311.44,3398.71
2024-07-20,67163.65,64209.15,2954.50
2024-07-21,68154.52,65119.08,3035.44
2024-07-22,67585.25,66048.22,1537.03
2024-07-23,65927.67,66691.38,-763.70
2024-07-24,65372.13,66788.01,-1415.88
2024-07-25,65777.23,66564.61,-787.38
2024-07-26,67912.06,66350.94,1561.12
2024-07-27,67813.34,66598.08,1215.26
2024-07-28,68255.87,66941.96,1313.91
2024-07-29,66819.91,67337.34,-517.43
2024-07-30,66201.02,67395.68,-1194.66
2024-07-31,64619.25,67200.58,-2581.33
2024-08-01,65357.50,66650.01,-1292.51
2024-08-02,61415.07,66224.56,-4809.49
2024-08-03,60680.09,65171.97,-4491.88
2024-08-04,58116.98,63956.45,-5839.47
2024-08-05,53991.46,62435.87,-8444.41
2024-08-06,56034.32,60319.58,-4285.27
2024-08-07,55027.46,58772.25,-3744.79
2024-08-08,61710.14,57543.70,4166.43
2024-08-09,60880.11,57909.88,2970.23
2024-08-10,60945.81,58648.63,2297.18
2024-08-11,58719.48,59384.10,-664.61
2024-08-12,59354.52,59552.36,-197.84
2024-08-13,60609.57,59598.46,1011.11
2024-08-14,58737.27,59831.36,-1094.09
2024-08-15,57560.10,59738.42,-2178.32
2024-08-16,58894.11,59319.94,-425.83
2024-08-17,59478.97,59113.80,365.17
2024-08-18,58483.96,59138.33,-654.37
2024-08-19,59493.45,59054.94,438.51
2024-08-20,59012.79,59136.46,-123.67
2024-08-21,61175.19,59173.21,2001.98
2024-08-22,60381.91,59593.24,788.68
2024-08-23,64094.36,59924.93,4169.43
2024-08-24,64178.99,60862.38,3316.61
2024-08-25,64333.54,61860.14,2473.40
2024-08-26,62880.66,62715.51,165.15
2024-08-27,59504.13,63075.16,-3571.02
2024-08-28,59027.62,62543.11,-3515.48
2024-08-29,59388.18,61703.38,-2315.20
2024-08-30,59119.48,60985.69,-1866.21
2024-08-31,58969.90,60403.17,-1433.27
2024-09-01,57325.49,59952.12,-2626.62
2024-09-02,59112.48,59325.53,-213.05
2024-09-03,57431.02,59086.45,-1655.43
2024-09-04,57971.54,58721.00,-749.46
2024-09-05,56160.49,58477.66,-2317.17
2024-09-06,53948.75,57984.25,-4035.50
2024-09-07,54139.69,57078.60,-2938.91
2024-09-08,54841.57,56227.58,-1386.02
2024-09-09,57019.54,55690.22,1329.32
2024-09-10,57648.71,55775.22,1873.48
2024-09-11,57343.17,56194.50,1148.67
2024-09-12,58127.01,56598.32,1528.69
2024-09-13,60571.30,57062.24,3509.06
2024-09-14,60005.12,57920.20,2084.93
2024-09-15,59182.84,58655.94,526.90
2024-09-16,58192.51,59047.88,-855.37
2024-09-17,60308.54,59054.40,1254.14
2024-09-18,61649.68,59316.56,2333.12
2024-09-19,62940.46,59882.44,3058.01
2024-09-20,63192.98,60696.94,2496.04
2024-09-21,63394.84,61493.01,1901.83
2024-09-22,63648.71,62165.98,1482.73
2024-09-23,63329.80,62713.58,616.22
2024-09-24,64301.97,63050.66,1251.31
2024-09-25,63143.14,63432.70,-289.56
2024-09-26,65181.02,63537.22,1643.80
2024-09-27,65790.66,63910.79,1879.88
2024-09-28,65887.65,64429.70,1457.94
2024-09-29,65635.30,64918.28,717.02
2024-09-30,63329.50,65251.02,-1921.52
2024-10-01,60837.01,65020.15,-4183.14
2024-10-02,60632.79,64156.12,-3523.33
2024-10-03,60759.40,63194.42,-2435.02
2024-10-04,62067.48,62410.90,-343.42
2024-10-05,62089.95,62093.40,-3.45
2024-10-06,62818.95,62009.52,809.43
2024-10-07,62236.66,62162.92,73.75
2024-10-08,62131.97,62259.96,-128.00
2024-10-09,60582.10,62296.13,-1714.03
2024-10-10,60274.50,62007.06,-1732.56
2024-10-11,62445.09,61597.52,847.57
2024-10-12,63193.02,61636.33,1556.70
2024-10-13,62851.38,61975.82,875.55
2024-10-14,66046.12,62293.43,3752.70
2024-10-15,67041.11,63150.17,3890.94
2024-10-16,67612.72,64227.19,3385.53
2024-10-17,67399.84,65283.58,2116.25
2024-10-18,68418.79,66086.04,2332.75
2024-10-19,68362.73,66837.22,1525.52
2024-10-20,69001.70,67416.22,1585.48
2024-10-21,67367.85,67942.78,-574.93
2024-10-22,67361.41,68031.51,-670.10
2024-10-23,66432.20,67948.75,-1516.55
2024-10-24,68161.05,67642.53,518.52
2024-10-25,66642.41,67653.10,-1010.69
2024-10-26,67014.70,67480.16,-465.47
2024-10-27,67929.30,67348.21,581.09
2024-10-28,69907.76,67433.52,2474.24
2024-10-29,72720.49,67963.28,4757.21
2024-10-30,72339.54,69094.38,3245.16
2024-10-31,70215.19,70140.40,74.78
2024-11-01,69482.47,70530.72,-1048.26
2024-11-02,69289.27,70469.33,-1180.05
2024-11-03,68741.12,70227.02,-1485.91
2024-11-04,67811.51,69866.44,-2054.94
2024-11-05,69359.56,69353.62,5.94
2024-11-06,75639.08,69190.52,6448.56
2024-11-07,75904.86,70409.76,5495.10
2024-11-08,76545.48,71931.54,4613.93
2024-11-09,76778.87,73376.33,3402.54
2024-11-10,80474.19,74549.60,5924.59
2024-11-11,88701.48,76127.51,12573.98
2024-11-12,87955.81,79179.33,8776.48
2024-11-13,90584.16,81964.83,8619.34
2024-11-14,87250.43,84619.84,2630.59
2024-11-15,91066.01,85995.76,5070.25
2024-11-16,90558.48,87445.18,3113.30
2024-11-17,89845.85,88517.58,1328.27
2024-11-18,90542.64,89091.84,1450.80
2024-11-19,92343.79,89526.19,2817.60
2024-11-20,94339.49,90194.35,4145.14
2024-11-21,98504.73,91211.85,7292.88
2024-11-22,98997.66,92989.32,6008.34
2024-11-23,97777.28,94730.95,3046.34
2024-11-24,98013.82,95835.07,2178.75
2024-11-25,93102.30,96548.63,-3446.34
2024-11-26,91985.32,95958.80,-3973.48
2024-11-27,95962.53,94853.24,1109.29
2024-11-28,95652.47,94648.71,1003.76
2024-11-29,97461.52,94708.33,2753.20
2024-11-30,96449.05,95217.95,1231.11
2024-12-01,97279.79,95546.77,1733.02
2024-12-02,95865.30,95920.85,-55.55
2024-12-03,96002.16,95933.36,68.80
2024-12-04,98768.53,95859.03,2909.50
2024-12-05,96593.57,96350.04,243.53
2024-12-06,99920.71,96461.59,3459.12
2024-12-07,99923.34,97123.03,2800.30
2024-12-08,101236.02,97817.80,3418.21
2024-12-09,97432.72,98647.79,-1215.07
2024-12-10,96675.43,98538.29,-1862.86
2024-12-11,101173.03,98003.88,3169.16
2024-12-12,100043.00,98392.27,1650.73
2024-12-13,101459.26,98751.62,2707.64
2024-12-14,101372.97,99320.27,2052.70
2024-12-15,104298.70,99811.79,4486.91
2024-12-16,106029.72,100789.27,5240.45
2024-12-17,106140.60,102070.95,4069.65
2024-12-18,100041.54,103189.84,-3148.30
2024-12-19,97490.95,102717.72,-5226.77
2024-12-20,97755.93,101326.64,-3570.71
2024-12-21,97224.73,100013.29,-2788.56
2024-12-22,95104.94,98896.42,-3791.48
2024-12-23,94686.24,97637.31,-2951.07
2024-12-24,98676.09,96517.31,2158.78
2024-12-25,99299.20,96513.19,2786.01
2024-12-26,95795.52,96993.86,-1198.34
2024-12-27,94164.86,96791.30,-2626.45
2024-12-28,95163.93,96076.03,-912.10
2024-12-29,93530.23,95564.42,-2034.20
2024-12-30,92643.21,94885.92,-2242.71
2024-12-31,93429.20,94116.60,-687.40
