Date,Actual,Predicted,Difference
2023-05-20,27129.59,27143.68,-14.10
2023-05-21,26753.83,27197.13,-443.31
2023-05-22,26851.28,27217.69,-366.41
2023-05-23,27225.73,27225.93,-0.21
2023-05-24,26334.82,27267.70,-932.88
2023-05-25,26476.21,27222.16,-745.96
2023-05-26,26719.29,27142.88,-423.59
2023-05-27,26868.35,27076.16,-207.80
2023-05-28,28085.65,27041.38,1044.27
2023-05-29,27745.88,27172.12,573.77
2023-05-30,27702.35,27355.70,346.65
2023-05-31,27219.66,27548.87,-329.21
2023-06-01,26819.97,27670.26,-850.28
2023-06-02,27249.59,27684.48,-434.89
2023-06-03,27075.13,27675.50,-600.38
2023-06-04,27119.07,27629.65,-510.59
2023-06-05,25760.10,27570.44,-1810.35
2023-06-06,27238.78,27351.28,-112.50
2023-06-07,26346.00,27226.06,-880.06
2023-06-08,26508.22,27069.84,-561.62
2023-06-09,26480.38,26932.73,-452.35
2023-06-10,25851.24,26820.44,-969.20
2023-06-11,25940.17,26665.67,-725.50
2023-06-12,25902.50,26512.56,-610.05
2023-06-13,25918.73,26373.46,-454.73
2023-06-14,25124.68,26262.00,-1137.32
2023-06-15,25576.39,26090.71,-514.32
2023-06-16,26327.46,25953.16,374.30
2023-06-17,26510.68,25939.02,571.65
2023-06-18,26336.21,26027.72,308.49
2023-06-19,26851.03,26154.81,696.22
2023-06-20,28327.49,26353.11,1974.38
2023-06-21,30027.30,26744.74,3282.56
2023-06-22,29912.28,27413.56,2498.72
2023-06-23,30695.47,28173.71,2521.76
2023-06-24,30548.70,28999.45,1549.25
2023-06-25,30480.26,29752.70,727.56
2023-06-26,30271.13,30360.54,-89.41
2023-06-27,30688.16,30774.29,-86.12
2023-06-28,30086.25,31058.88,-972.63
2023-06-29,30445.35,31150.35,-705.00
2023-06-30,30477.25,31145.41,-668.16
2023-07-01,30590.08,31079.81,-489.73
2023-07-02,30620.77,30994.16,-373.38
2023-07-03,31156.44,30909.52,246.92
2023-07-04,30777.58,30898.77,-121.19
2023-07-05,30514.17,30893.47,-379.30
2023-07-06,29909.34,30863.46,-954.12
2023-07-07,30342.27,30752.51,-410.25
2023-07-08,30292.54,30654.43,-361.89
2023-07-09,30171.23,30570.30,-399.07
2023-07-10,30414.47,30492.90,-78.43
2023-07-11,30620.95,30458.96,161.99
2023-07-12,30391.65,30482.78,-91.14
2023-07-13,31476.05,30515.90,960.14
2023-07-14,30334.07,30680.81,-346.74
2023-07-15,30295.81,30776.61,-480.80
2023-07-16,30249.13,30815.96,-566.83
2023-07-17,30145.89,30807.37,-661.48
2023-07-18,29856.56,30756.05,-899.48
2023-07-19,29913.92,30648.84,-734.91
2023-07-20,29792.02,30525.10,-733.09
2023-07-21,29908.74,30389.71,-480.96
2023-07-22,29771.80,30276.66,-504.86
2023-07-23,30084.54,30175.75,-91.21
2023-07-24,29176.92,30131.27,-954.35
2023-07-25,29227.39,30022.98,-795.59
2023-07-26,29354.97,29893.92,-538.95
2023-07-27,29210.69,29780.53,-569.84
2023-07-28,29319.25,29673.50,-354.25
2023-07-29,29356.92,29596.21,-239.29
2023-07-30,29275.31,29551.86,-276.55
2023-07-31,29230.11,29525.44,-295.33
2023-08-01,29675.73,29508.78,166.96
2023-08-02,29151.96,29552.87,-400.91
2023-08-03,29178.68,29569.23,-390.55
2023-08-04,29074.09,29569.90,-495.81
2023-08-05,29042.13,29547.51,-505.39
2023-08-06,29041.86,29508.31,-466.45
2023-08-07,29180.58,29462.38,-281.80
2023-08-08,29765.49,29433.32,332.17
2023-08-09,29561.49,29486.48,75.01
2023-08-10,29429.59,29562.06,-132.46
2023-08-11,29397.71,29629.68,-231.96
2023-08-12,29415.96,29680.15,-264.18
2023-08-13,29282.91,29715.10,-432.19
2023-08-14,29408.44,29719.85,-311.41
2023-08-15,29170.35,29718.81,-548.46
2023-08-16,28701.78,29685.11,-983.33
2023-08-17,26664.55,29580.06,-2915.50
2023-08-18,26049.56,29203.55,-3153.99
2023-08-19,26096.21,28625.68,-2529.48
2023-08-20,26189.58,27988.03,-1798.44
2023-08-21,26124.14,27394.51,-1270.37
2023-08-22,26031.66,26890.91,-859.25
2023-08-23,26431.64,26495.92,-64.29
2023-08-24,26162.37,26265.03,-102.66
2023-08-25,26047.67,26138.82,-91.15
2023-08-26,26008.46,26085.20,-76.74
2023-08-27,26089.69,26082.20,7.49
2023-08-28,26106.15,26122.54,-16.39
2023-08-29,27727.39,26188.57,1538.82
2023-08-30,27297.27,26450.46,846.81
2023-08-31,25931.47,26758.20,-826.73
2023-09-01,25800.72,26904.98,-1104.26
2023-09-02,25868.80,26914.94,-1046.14
2023-09-03,25969.57,26839.20,-869.63
2023-09-04,25812.42,26724.27,-911.86
2023-09-05,25779.98,26577.74,-797.75
2023-09-06,25753.24,26422.82,-669.59
2023-09-07,26240.20,26276.28,-36.08
2023-09-08,25905.65,26207.67,-302.02
2023-09-09,25895.68,26158.38,-262.70
2023-09-10,25832.23,26127.54,-295.31
2023-09-11,25162.65,26104.87,-942.22
2023-09-12,25833.34,26013.71,-180.37
2023-09-13,26228.32,25965.47,262.85
2023-09-14,26539.67,25994.60,545.07
2023-09-15,26608.69,26106.97,501.72
2023-09-16,26568.28,26269.43,298.85
2023-09-17,26534.19,26441.88,92.30
2023-09-18,26754.28,26597.43,156.85
2023-09-19,27211.12,26748.62,462.49
2023-09-20,27132.01,26931.56,200.45
2023-09-21,26567.63,27103.62,-535.98
2023-09-22,26579.57,27183.87,-604.30
2023-09-23,26579.39,27196.46,-617.07
2023-09-24,26256.83,27161.63,-904.80
2023-09-25,26298.48,27061.85,-763.37
2023-09-26,26217.25,26936.16,-718.92
2023-09-27,26352.72,26797.84,-445.12
2023-09-28,27021.55,26683.04,338.51
2023-09-29,26911.72,26674.03,237.69
2023-09-30,26967.92,26722.37,245.55
2023-10-01,27983.75,26811.23,1172.52
2023-10-02,27530.79,27034.26,496.53
2023-10-03,27429.98,27266.65,163.33
2023-10-04,27799.39,27468.13,331.27
2023-10-05,27415.91,27669.35,-253.44
2023-10-06,27946.60,27801.12,145.47
2023-10-07,27968.84,27934.13,34.71
2023-10-08,27935.09,28053.31,-118.22
2023-10-09,27583.68,28145.50,-561.82
2023-10-10,27391.02,28168.24,-777.21
2023-10-11,26873.32,28120.92,-1247.59
2023-10-12,26756.80,27972.83,-1216.03
2023-10-13,26862.38,27762.70,-900.33
2023-10-14,26861.71,27548.20,-686.49
2023-10-15,27159.65,27355.04,-195.39
2023-10-16,28519.47,27233.76,1285.71
2023-10-17,28415.75,27330.64,1085.11
2023-10-18,28328.34,27547.77,780.57
2023-10-19,28719.81,27810.98,908.83
2023-10-20,29682.95,28120.82,1562.13
2023-10-21,29918.41,28536.96,1381.45
2023-10-22,29993.90,29001.00,992.90
2023-10-23,33086.23,29450.95,3635.28
2023-10-24,33901.53,30202.64,3698.89
2023-10-25,34502.82,31154.70,3348.12
2023-10-26,34156.65,32199.38,1957.27
2023-10-27,33909.80,33138.82,770.98
2023-10-28,34089.57,33867.92,221.65
2023-10-29,34538.48,34390.32,148.16
2023-10-30,34502.36,34764.66,-262.30
2023-10-31,34667.78,34988.08,-320.30
2023-11-01,35437.25,35103.71,333.55
2023-11-02,34938.24,35225.45,-287.21
2023-11-03,34732.32,35273.69,-541.36
2023-11-04,35082.20,35245.82,-163.62
2023-11-05,35049.36,35214.26,-164.91
2023-11-06,35037.37,35180.46,-143.09
2023-11-07,35443.56,35148.97,294.59
2023-11-08,35655.28,35174.32,480.96
2023-11-09,36693.12,35259.72,1433.41
2023-11-10,37313.97,35501.01,1812.96
2023-11-11,37138.05,35890.04,1248.02
2023-11-12,37054.52,36309.86,744.66
2023-11-13,36502.36,36692.12,-189.77
2023-11-14,35537.64,36938.10,-1400.46
2023-11-15,37880.58,36949.98,930.61
2023-11-16,36154.77,37092.93,-938.16
2023-11-17,36596.68,37086.11,-489.43
2023-11-18,36585.70,37043.34,-457.64
2023-11-19,37386.55,36978.84,407.70
2023-11-20,37476.96,37004.17,472.79
2023-11-21,35813.81,37094.88,-1281.07
2023-11-22,37432.34,37017.05,415.29
2023-11-23,37289.62,37041.54,248.08
2023-11-24,37720.28,37105.78,614.50
2023-11-25,37796.79,37243.22,553.58
2023-11-26,37479.12,37420.55,58.57
2023-11-27,37254.17,37565.21,-311.04
2023-11-28,37831.09,37644.66,186.42
2023-11-29,37858.49,37743.05,115.44
2023-11-30,37712.75,37842.58,-129.83
2023-12-01,38688.75,37912.70,776.05
2023-12-02,39476.33,38075.36,1400.98
2023-12-03,39978.39,38370.76,1607.63
2023-12-04,41980.10,38777.40,3202.70
2023-12-05,44080.65,39451.99,4628.66
2023-12-06,43746.45,40474.08,3272.36
2023-12-07,43292.66,41552.20,1740.46
2023-12-08,44166.60,42480.58,1686.02
2023-12-09,43725.98,43303.90,422.09
2023-12-10,43779.70,43893.90,-114.21
2023-12-11,41243.83,44261.62,-3017.79
2023-12-12,41450.22,44116.42,-2666.20
2023-12-13,42890.74,43690.34,-799.60
2023-12-14,43023.97,43305.66,-281.69
2023-12-15,41929.76,43003.02,-1073.26
2023-12-16,42240.12,42657.16,-417.04
2023-12-17,41364.66,42373.94,-1009.27
2023-12-18,42623.54,42056.94,566.60
2023-12-19,42270.53,41920.91,349.62
2023-12-20,43652.25,41872.97,1779.28
2023-12-21,43869.15,42066.50,1802.65
2023-12-22,43997.90,42418.44,1579.47
2023-12-23,43739.54,42851.00,888.54
2023-12-24,43016.12,43252.85,-236.73
2023-12-25,43613.14,43496.44,116.70
2023-12-26,42520.40,43683.94,-1163.54
2023-12-27,43442.86,43670.22,-227.37
2023-12-28,42627.86,43646.08,-1018.22
2023-12-29,42099.40,43509.10,-1409.70
2023-12-30,42156.90,43254.66,-1097.76
2023-12-31,42265.19,42962.86,-697.68
2024-01-01,44167.33,42695.24,1472.09
2024-01-02,44957.97,42712.26,2245.71
2024-01-03,42848.18,43005.16,-156.98
2024-01-04,44179.92,43179.70,1000.22
2024-01-05,44162.69,43433.04,729.64
2024-01-06,43989.20,43697.60,291.59
2024-01-07,43943.10,43915.02,28.07
2024-01-08,46970.50,44069.58,2900.92
2024-01-09,46139.73,44541.80,1597.93
2024-01-10,46627.78,45044.44,1583.34
2024-01-11,46368.59,45572.08,796.50
2024-01-12,42853.17,46012.84,-3159.67
2024-01-13,42842.38,45898.16,-3055.77
2024-01-14,41796.27,45450.64,-3654.37
2024-01-15,42511.97,44705.06,-2193.09
2024-01-16,43154.95,43949.50,-794.56
2024-01-17,42742.65,43356.72,-614.06
2024-01-18,41262.06,42890.70,-1628.65
2024-01-19,41618.41,42387.72,-769.31
2024-01-20,41665.59,41977.46,-311.87
2024-01-21,41545.79,41684.82,-139.04
2024-01-22,39507.37,41493.25,-1985.88
2024-01-23,39845.55,41143.39,-1297.84
2024-01-24,40077.07,40787.24,-710.16
2024-01-25,39933.81,40497.12,-563.31
2024-01-26,41816.87,40268.09,1548.78
2024-01-27,42120.05,40341.26,1778.80
2024-01-28,42035.59,40634.50,1401.10
2024-01-29,43288.25,41028.06,2260.18
2024-01-30,42952.61,41596.11,1356.50
2024-01-31,42582.61,42161.30,421.31
2024-02-01,43075.77,42609.30,466.47
2024-02-02,43185.86,42985.36,200.50
2024-02-03,42992.25,43275.32,-283.07
2024-02-04,42583.58,43444.91,-861.33
2024-02-05,42658.67,43461.29,-802.62
2024-02-06,43084.67,43383.12,-298.45
2024-02-07,44318.22,43302.60,1015.62
2024-02-08,45301.57,43380.00,1921.56
2024-02-09,47147.20,43667.34,3479.86
2024-02-10,47771.28,44285.54,3485.73
2024-02-11,48293.92,45116.06,3177.85
2024-02-12,49958.22,46048.19,3910.04
2024-02-13,49742.44,47139.41,2603.03
2024-02-14,51826.70,48159.96,3666.73
2024-02-15,51938.55,49272.78,2665.77
2024-02-16,52160.20,50303.92,1856.29
2024-02-17,51663.00,51174.83,488.17
2024-02-18,52122.55,51758.52,364.02
2024-02-19,51779.14,52136.60,-357.46
2024-02-20,52284.88,52278.02,6.85
2024-02-21,51839.18,52310.96,-471.78
2024-02-22,51304.97,52204.62,-899.65
2024-02-23,50731.95,51954.76,-1222.82
2024-02-24,51571.10,51571.40,-0.30
2024-02-25,51733.24,51263.42,469.82
2024-02-26,54522.40,51062.24,3460.17
2024-02-27,57085.37,51318.42,5766.95
2024-02-28,62504.79,52161.94,10342.84
2024-02-29,61198.38,53988.80,7209.58
2024-03-01,62440.63,56029.53,6411.10
2024-03-02,62029.85,58126.29,3903.56
2024-03-03,63167.37,59915.92,3251.45
2024-03-04,68330.41,61415.54,6914.88
2024-03-05,63801.20,63204.08,597.12
2024-03-06,66106.80,64269.70,1837.10
2024-03-07,66925.48,65064.70,1860.78
2024-03-08,68300.09,65652.11,2647.98
2024-03-09,68498.88,66193.08,2305.80
2024-03-10,69019.79,66636.61,2383.18
2024-03-11,72123.91,67020.10,5103.81
2024-03-12,71481.29,67731.30,3749.99
2024-03-13,73083.50,68437.25,4646.25
2024-03-14,71396.59,69273.44,2123.16
2024-03-15,69403.77,69826.54,-422.77
2024-03-16,65315.12,69858.21,-4543.09
2024-03-17,68390.62,68999.72,-609.10
2024-03-18,67548.59,68144.64,-596.04
2024-03-19,61912.77,67260.32,-5347.55
2024-03-20,67913.67,65723.22,2190.45
2024-03-21,65491.39,64849.54,641.84
2024-03-22,63778.76,64144.34,-365.58
2024-03-23,64062.20,63452.31,609.89
2024-03-24,67234.17,62928.24,4305.93
2024-03-25,69958.81,63020.33,6938.48
2024-03-26,69987.84,63856.58,6131.25
2024-03-27,69455.34,65066.33,4389.01
2024-03-28,70744.95,66291.78,4453.18
2024-03-29,69892.83,67546.11,2346.72
2024-03-30,69645.30,68515.16,1130.14
2024-03-31,71333.65,69131.20,2202.45
2024-04-01,69702.15,69657.89,44.26
2024-04-02,65446.97,69799.81,-4352.84
2024-04-03,65980.81,69090.36,-3109.55
2024-04-04,68508.84,68034.20,474.65
2024-04-05,67837.64,67227.46,610.18
2024-04-06,68896.11,66571.84,2324.27
2024-04-07,69362.55,66258.31,3104.24
2024-04-08,71631.36,66268.92,5362.45
2024-04-09,69139.02,66805.26,2333.76
2024-04-10,70587.88,67252.57,3335.31
2024-04-11,70060.61,67810.49,2250.12
2024-04-12,67195.87,68278.76,-1082.89
2024-04-13,63821.47,68234.22,-4412.75
2024-04-14,65738.73,67424.15,-1685.42
2024-04-15,63426.21,66520.98,-3094.77
2024-04-16,63811.86,65341.55,-1529.69
2024-04-17,61276.69,64219.64,-2942.95
2024-04-18,63512.75,62941.24,571.52
2024-04-19,63843.57,62063.56,1780.01
2024-04-20,64994.44,61593.24,3401.20
2024-04-21,64926.64,61612.90,3313.75
2024-04-22,66837.68,61944.14,4893.54
2024-04-23,66407.27,62701.88,3705.40
2024-04-24,64276.90,63569.80,707.09
2024-04-25,64481.71,64109.62,372.08
2024-04-26,63755.32,64407.42,-652.11
2024-04-27,63419.14,64399.67,-980.53
2024-04-28,63113.23,64149.60,-1036.37
2024-04-29,63841.12,63728.56,112.55
2024-04-30,60636.86,63350.26,-2713.40
2024-05-01,58254.01,62607.16,-4353.15
2024-05-02,59123.43,61436.12,-2312.69
2024-05-03,62889.84,60278.39,2611.45
2024-05-04,63891.47,59772.65,4118.82
2024-05-05,64031.13,59867.30,4163.83
2024-05-06,63161.95,60363.01,2798.94
2024-05-07,62334.82,60947.74,1387.07
2024-05-08,61187.94,61412.34,-224.40
2024-05-09,63049.96,61588.90,1461.07
2024-05-10,60792.78,61812.12,-1019.35
2024-05-11,60793.71,61711.80,-918.09
2024-05-12,61448.39,61431.12,17.27
2024-05-13,62901.45,61154.99,1746.46
2024-05-14,61552.79,61104.11,448.68
2024-05-15,66267.49,61011.65,5255.84
2024-05-16,65231.58,61552.95,3678.63
2024-05-17,67051.88,62258.35,4793.53
2024-05-18,66940.80,63234.30,3706.51
2024-05-19,66278.37,64224.62,2053.75
2024-05-20,71448.20,65000.78,6447.42
2024-05-21,70136.53,66238.93,3897.60
2024-05-22,69122.34,67378.85,1743.48
2024-05-23,67929.56,68165.67,-236.11
2024-05-24,68526.10,68448.70,77.41
2024-05-25,69265.95,68449.18,816.77
2024-05-26,68518.09,68350.44,167.66
2024-05-27,69394.55,68084.06,1310.49
2024-05-28,68296.22,67870.33,425.89
2024-05-29,67578.09,67558.34,19.75
2024-05-30,68364.99,67136.86,1228.13
2024-05-31,67491.41,66820.03,671.38
2024-06-01,67706.94,66489.85,1217.09
2024-06-02,67751.60,66238.93,1512.67
2024-06-03,68804.78,66082.04,2722.73
2024-06-04,70567.77,66158.56,4409.21
2024-06-05,71082.82,66614.54,4468.27
2024-06-06,70757.16,67318.43,3438.73
2024-06-07,69342.59,68043.01,1299.58
2024-06-08,69305.77,68492.94,812.83
2024-06-09,69647.99,68707.88,940.12
2024-06-10,69512.28,68783.84,728.44
2024-06-11,67332.03,68731.78,-1399.74
2024-06-12,68241.19,68301.56,-60.37
2024-06-13,66756.40,67829.24,-1072.84
2024-06-14,66011.09,67176.52,-1165.43
2024-06-15,66191.00,66409.84,-218.84
2024-06-16,66639.05,65705.18,933.87
2024-06-17,66490.30,65198.27,1292.03
2024-06-18,65140.75,64868.78,271.96
2024-06-19,64960.30,64524.15,436.15
2024-06-20,64828.66,64210.51,618.14
2024-06-21,64096.20,63947.56,148.64
2024-06-22,64252.58,63659.72,592.86
2024-06-23,63180.80,63425.17,-244.37
2024-06-24,60277.41,63112.17,-2834.75
2024-06-25,61804.64,62413.76,-609.12
2024-06-26,60811.28,61788.84,-977.57
2024-06-27,61604.80,61148.64,456.16
2024-06-28,60320.14,60700.54,-380.40
2024-06-29,60887.38,60261.44,625.93
2024-06-30,62678.29,59976.10,2702.19
2024-07-01,62851.98,60066.58,2785.40
2024-07-02,62029.02,60402.74,1626.28
2024-07-03,60173.92,60746.32,-572.39
2024-07-04,56977.70,60808.15,-3830.45
2024-07-05,56662.38,60264.20,-3601.82
2024-07-06,58303.54,59380.17,-1076.63
2024-07-07,55849.11,58603.38,-2754.27
2024-07-08,56705.10,57658.93,-953.83
2024-07-09,58009.23,56864.08,1145.14
2024-07-10,57742.50,56434.10,1308.39
2024-07-11,57344.91,56258.78,1086.13
2024-07-12,57899.46,56226.10,1673.36
2024-07-13,59231.95,56372.86,2859.09
2024-07-14,60787.79,56792.01,3995.78
2024-07-15,64870.15,57532.52,7337.64
2024-07-16,65097.15,58921.78,6175.37
2024-07-17,64118.79,60556.60,3562.20
2024-07-18,63974.07,62000.25,1973.82
2024-07-19,66710.16,63108.14,3602.02
2024-07-20,67163.65,64207.02,2956.63
2024-07-21,68154.52,65178.52,2976.00
2024-07-22,67585.25,66056.92,1528.34
2024-07-23,65927.67,66655.34,-727.66
2024-07-24,65372.13,66756.76,-1384.62
2024-07-25,65777.23,66449.24,-672.01
2024-07-26,67912.06,65970.53,1941.53
2024-07-27,67813.34,65724.28,2089.06
2024-07-28,68255.87,65628.10,2627.77
2024-07-29,66819.91,65709.16,1110.76
2024-07-30,66201.02,65697.38,503.64
2024-07-31,64619.25,65558.98,-939.73
2024-08-01,65357.50,65150.80,206.71
2024-08-02,61415.07,64740.32,-3325.25
2024-08-03,60680.09,63846.60,-3166.51
2024-08-04,58116.98,62701.86,-4584.88
2024-08-05,53991.46,61215.73,-7224.27
2024-08-06,56034.32,59186.79,-3152.47
2024-08-07,55027.46,57386.52,-2359.05
2024-08-08,61710.14,55826.02,5884.11
2024-08-09,60880.11,55518.58,5361.54
2024-08-10,60945.81,55927.32,5018.49
2024-08-11,58719.48,56790.94,1928.55
2024-08-12,59354.52,57555.56,1798.95
2024-08-13,60609.57,58261.19,2348.38
2024-08-14,58737.27,58996.87,-259.60
2024-08-15,57560.10,59389.98,-1829.88
2024-08-16,58894.11,59361.62,-467.51
2024-08-17,59478.97,59239.30,239.67
2024-08-18,58483.96,59130.98,-647.02
2024-08-19,59493.45,58901.67,591.79
2024-08-20,59012.79,58763.02,249.77
2024-08-21,61175.19,58623.74,2551.45
2024-08-22,60381.91,58792.10,1589.81
2024-08-23,64094.36,59014.15,5080.20
2024-08-24,64178.99,59745.09,4433.90
2024-08-25,64333.54,60694.04,3639.50
2024-08-26,62880.66,61682.66,1198.00
2024-08-27,59504.13,62363.27,-2859.14
2024-08-28,59027.62,62303.86,-3276.23
2024-08-29,59388.18,61727.46,-2339.28
2024-08-30,59119.48,60936.74,-1817.26
2024-08-31,58969.90,60066.70,-1096.80
2024-09-01,57325.49,59242.22,-1916.73
2024-09-02,59112.48,58341.62,770.86
2024-09-03,57431.02,57763.01,-331.98
2024-09-04,57971.54,57239.18,732.36
2024-09-05,56160.49,56911.47,-750.98
2024-09-06,53948.75,56518.72,-2569.96
2024-09-07,54139.69,55864.80,-1725.11
2024-09-08,54841.57,55172.06,-330.50
2024-09-09,57019.54,54635.74,2383.79
2024-09-10,57648.71,54554.58,3094.13
2024-09-11,57343.17,54853.90,2489.27
2024-09-12,58127.01,55326.66,2800.35
2024-09-13,60571.30,55960.90,4610.40
2024-09-14,60005.12,56937.54,3067.57
2024-09-15,59182.84,57917.98,1264.86
2024-09-16,58192.51,58664.39,-471.88
2024-09-17,60308.54,59026.43,1282.11
2024-09-18,61649.68,59372.10,2277.58
2024-09-19,62940.46,59814.48,3125.97
2024-09-20,63192.98,60417.58,2775.39
2024-09-21,63394.84,61065.46,2329.38
2024-09-22,63648.71,61677.38,1971.34
2024-09-23,63329.80,62211.43,1118.37
2024-09-24,64301.97,62572.12,1729.86
2024-09-25,63143.14,62900.78,242.37
2024-09-26,65181.02,62993.24,2187.79
2024-09-27,65790.66,63201.14,2589.52
2024-09-28,65887.65,63518.68,2368.96
2024-09-29,65635.30,63873.67,1761.64
2024-09-30,63329.50,64170.52,-841.02
2024-10-01,60837.01,64076.98,-3239.97
2024-10-02,60632.79,63425.00,-2792.21
2024-10-03,60759.40,62491.26,-1731.86
2024-10-04,62067.48,61516.08,551.39
2024-10-05,62089.95,60820.52,1269.43
2024-10-06,62818.95,60396.71,2422.24
2024-10-07,62236.66,60312.35,1924.31
2024-10-08,62131.97,60386.80,1745.16
2024-10-09,60582.10,60553.24,28.87
2024-10-10,60274.50,60557.32,-282.82
2024-10-11,62445.09,60430.13,2014.96
2024-10-12,63193.02,60527.78,2665.25
2024-10-13,62851.38,60842.78,2008.60
2024-10-14,66046.12,61208.45,4837.68
2024-10-15,67041.11,61994.33,5046.78
2024-10-16,67612.72,63058.91,4553.81
2024-10-17,67399.84,64232.22,3167.61
2024-10-18,68418.79,65281.86,3136.93
2024-10-19,68362.73,66243.62,2119.11
2024-10-20,69001.70,66991.24,2010.47
2024-10-21,67367.85,67576.16,-208.30
2024-10-22,67361.41,67732.46,-371.05
2024-10-23,66432.20,67594.72,-1162.53
2024-10-24,68161.05,67148.89,1012.16
2024-10-25,66642.41,66802.83,-160.41
2024-10-26,67014.70,66340.24,674.45
2024-10-27,67929.30,65930.66,1998.64
2024-10-28,69907.76,65734.88,4172.88
2024-10-29,72720.49,65971.18,6749.31
2024-10-30,72339.54,66833.26,5506.27
2024-10-31,70215.19,67915.96,2299.23
2024-11-01,69482.47,68711.19,771.28
2024-11-02,69289.27,69129.36,159.91
2024-11-03,68741.12,69218.74,-477.62
2024-11-04,67811.51,69003.22,-1191.72
2024-11-05,69359.56,68493.04,866.52
2024-11-06,75639.08,68080.08,7559.00
2024-11-07,75904.86,68636.42,7268.44
2024-11-08,76545.48,69731.24,6814.23
2024-11-09,76778.87,71123.12,5655.74
2024-11-10,80474.19,72546.70,7927.49
2024-11-11,88701.48,74308.60,14392.89
2024-11-12,87955.81,77180.57,10775.24
2024-11-13,90584.16,80169.90,10414.26
2024-11-14,87250.43,83190.76,4059.66
2024-11-15,91066.01,85243.01,5823.00
2024-11-16,90558.48,86938.70,3619.78
2024-11-17,89845.85,87992.86,1852.99
2024-11-18,90542.64,88344.16,2198.48
2024-11-19,92343.79,88272.80,4070.99
2024-11-20,94339.49,88172.74,6166.75
2024-11-21,98504.73,88321.14,10183.59
2024-11-22,98997.66,89193.13,9804.53
2024-11-23,97777.28,90420.92,7356.36
2024-11-24,98013.82,91508.23,6505.59
2024-11-25,93102.30,92391.62,710.68
2024-11-26,91985.32,92264.93,-279.61
